,Name,Rating,reviews,Company Type,Headquaters,Company Age,No. of Employee
5322,Seco Tools,4.1,(116 Reviews),Private,Fagersta + 4 more,89 years old,201-500 Employees (India)
5323,ABC Bearings,4.0,(116 Reviews),Public,Mumbai + 19 more,62 years old,201-500 Employees (India)
5324,C3I Solutions,3.9,(116 Reviews),Private,Horsham,43 years old,201-500 Employees (India)
5325,Smiiel - A Unit ...,3.7,(116 Reviews),Noida + 2 more,28 years old,51-200 Employees (India),N/A
5326,Diagno Labs,3.6,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",11 years old,201-500 Employees (Global)
5327,Reliance Corpora...,4.3,(116 Reviews),Thane + 24 more,N/A,N/A,N/A
5328,RT Network Solut...,3.6,(116 Reviews),Private,Kolkata + 23 more,12 years old,1k-5k Employees (Global)
5329,Altius Customer ...,3.6,(116 Reviews),Private,"Mumbai,Maharashtra + 4 more",20 years old,201-500 Employees (India)
5330,ILS Hospitals,3.8,(116 Reviews),Private,Kolkata + 2 more,23 years old,501-1k Employees (Global)
5331,Ammann Apollo,4.2,(116 Reviews),Private,Mehsana + 13 more,26 years old,1k-5k Employees (India)
5332,Da Milano Leathe...,3.3,(116 Reviews),New Delhi + 23 more,34 years old,51-200 Employees (India),N/A
5333,Azentio,3.3,(116 Reviews),Singapore + 10 more,501-1k Employees (India),N/A,N/A
5334,Rakuten Symphony,3.8,(116 Reviews),Other,Tokyo + 2 more,26 years old,1k-5k Employees (India)
5335,Jagsonpal Pharma...,3.9,(115 Reviews),Public,"Delhi/NCR,Delhi + 29 more",59 years old,1k-5k Employees (India)
5336,Rossari Biotech,3.9,(115 Reviews),Private,"Mumbai,Maharashtra + 10 more",26 years old,51-200 Employees (India)
5337,Indian Terrain F...,3.8,(115 Reviews),Public,"Chennai,Tamil Nadu + 30 more",23 years old,201-500 Employees (India)
5338,Carwale,3.8,(115 Reviews),Private,"Mumbai,Maharashtra + 14 more",18 years old,501-1k Employees (India)
5339,Holy Family Hosp...,4.0,(115 Reviews),Private,"Delhi/NCR,Delhi + 10 more",70 years old,1k-5k Employees (India)
5340,Fermenta Biotech,4.1,(115 Reviews),Public,"Thane,Maharashtra + 7 more",72 years old,501-1k Employees (India)
5341,S.M. Consultants,3.9,(115 Reviews),Private,"Bhubaneswar,Odisha + 16 more",24 years old,51-200 Employees (India)
5342,Orient Paper Mil...,3.5,(115 Reviews),Kolkata + 10 more,84 years old,1k-5k Employees (India),N/A
5343,ITC ABD,3.8,(115 Reviews),Kolkata + 34 more,113 years old,51-200 Employees (India),N/A
5344,Makino,3.9,(115 Reviews),Private,Mason + 13 more,86 years old,51-200 Employees (India)
5345,National Mineral...,4.5,(115 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 12 more",65 years old,5k-10k Employees (Global)
5346,Mohani Tea Leave...,3.8,(115 Reviews),Private,"Kanpur,Uttar Pradesh + 14 more",31 years old,201-500 Employees (India)
5347,AYM Syntex,4.0,(115 Reviews),Public,"Mumbai,Maharashtra + 4 more",38 years old,1k-5k Employees (India)
5348,Dr. Ram Manohar ...,4.3,(115 Reviews),Private,New Delhi + 6 more,91 years old,201-500 Employees (India)
5349,Goel Ganga Group,4.0,(115 Reviews),Private,"Pune,Maharashtra + 2 more",20 years old,51-200 Employees (India)
5350,Total Environmen...,3.9,(115 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",27 years old,501-1k Employees (India)
5351,Aspiring Minds,3.8,(115 Reviews),Private,"San Jose,California + 8 more",15 years old,201-500 Employees (India)
5352,Jeena & Company,4.5,(115 Reviews),Private,Mumbai + 20 more,123 years old,501-1k Employees (India)
5353,Sterling Biotech,4.1,(115 Reviews),Public,"Mumbai,Maharashtra + 1 more",38 years old,501-1k Employees (India)
5354,Celio Future Fas...,4.5,(115 Reviews),Private,Saint Quen + 28 more,38 years old,501-1k Employees (India)
5355,Ashish Life Scie...,4.3,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",48 years old,51-200 Employees (India)
5356,Talentica Softwa...,4.2,(115 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 Employees (India)
5357,Parason Machiner...,3.9,(115 Reviews),Private,Aurangabad + 2 more,46 years old,201-500 Employees (India)
5358,DESIGNCO,4.0,(115 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",18 years old,51-200 Employees (India)
5359,Maxinfra,4.1,(115 Reviews),Private,Hyderabad + 12 more,48 years old,51-200 Employees (India)
5360,A&A Business Con...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",14 years old,201-500 Employees (India)
5361,Skandhanshi Infr...,4.3,(115 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",15 years old,501-1k Employees (India)
5362,Sami-Sabinsa Gro...,3.0,(115 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",32 years old,501-1k Employees (India)
5363,Tenon Facility M...,3.4,(115 Reviews),"Gurgaon/Gurugram,Haryana + 18 more",28 years old,201-500 Employees (India),N/A
5364,Oswal Castings,3.8,(115 Reviews),Private,"Faridabad,Haryana + 3 more",18 years old,51-200 Employees (India)
5365,ACN Health care,3.7,(115 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,11-50 Employees (India)
5366,Optimus Drugs,3.9,(115 Reviews),Private,Hyderabad + 4 more,19 years old,201-500 Employees (India)
5367,Appcino Technolo...,4.0,(115 Reviews),Private,"Jaipur,Rajasthan + 11 more",10 years old,201-500 Employees (India)
5368,Tech Mahindra Fo...,4.0,(115 Reviews),New Delhi + 19 more,16 years old,11-50 Employees (India),N/A
5369,Fortune Integrat...,3.9,(115 Reviews),Private,Mumbai + 52 more,11 years old,51-200 Employees (India)
5370,Target Engineeri...,3.7,(115 Reviews),Private,Abu Dhabi + 9 more,48 years old,10k-50k Employees (India)
5371,Ashish Life Scie...,4.3,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",48 years old,51-200 Employees (India)
5372,Talentica Softwa...,4.2,(115 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 Employees (India)
5373,Linc,3.7,(115 Reviews),Public,"Kolkata,West Bengal + 19 more",47 years old,1k-5k Employees (India)
5374,Vanesa Care,4.1,(115 Reviews),Private,"Delhi/NCR,Delhi + 24 more",40 years old,501-1k Employees (India)
5375,Tech Mahindra Fo...,4.0,(115 Reviews),New Delhi + 19 more,16 years old,11-50 Employees (India),N/A
5376,A&A Business Con...,4.0,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",14 years old,201-500 Employees (India)
5377,Parason Machiner...,3.9,(115 Reviews),Private,Aurangabad + 2 more,46 years old,201-500 Employees (India)
5378,DESIGNCO,4.0,(115 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",18 years old,51-200 Employees (India)
5379,Datamatics Finan...,3.4,(115 Reviews),Private,Mumbai + 1 more,48 years old,1k-5k Employees (India)
5380,WovVTech,4.7,(115 Reviews),Private,"Mumbai,Maharashtra + 4 more",7 years old,51-200 Employees (India)
5381,VISTRA INTERNATI...,3.7,(115 Reviews),"Boston,Massachusetts + 1 more",31 years old,501-1k Employees (India),N/A
5382,Umlaut,3.4,(115 Reviews),Private,"Aachen,North Rhine-Westphalia + 3 more",27 years old,501-1k Employees (India)
5383,HYUNDAI TRANSYS ...,3.9,(115 Reviews),Yeongcheon-ro + 6 more,201-500 Employees (India),N/A,N/A
5384,L&T Construction...,4.4,(115 Reviews),Kancheepuram + 23 more,1k-5k Employees (India),N/A,N/A
5385,Alp Consulting,3.6,(115 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 12 more",27 years old,201-500 Employees (India)
5386,Advanced Technol...,4.0,(114 Reviews),Private,Montvale + 6 more,23 years old,1k-5k Employees (India)
5387,Autocop India,3.8,(114 Reviews),Private,Mumbai + 26 more,34 years old,201-500 Employees (India)
5388,Intersoft Data L...,3.7,(114 Reviews),Private,Columbia + 2 more,20 years old,501-1k Employees (India)
5389,Furnace Fabrica ...,3.4,(114 Reviews),Private,"Navi Mumbai,Maharashtra + 8 more",50 years old,201-500 Employees (India)
5390,Chemtrols Indust...,3.9,(114 Reviews),Private,"Mumbai,Maharashtra + 18 more",48 years old,201-500 Employees (India)
5391,Chassis Brakes I...,3.8,(114 Reviews),Private,Amsterdam + 6 more,11 years old,5k-10k Employees (Global)
5392,Bimal Auto Agenc...,4.0,(114 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
5393,Holostik,4.2,(114 Reviews),Public,"Noida,Uttar Pradesh + 10 more",32 years old,1k-5k Employees (India)
5394,Solaris Chemtech,4.3,(114 Reviews),Private,Gurgaon + 10 more,53 years old,201-500 Employees (India)
5395,World Health Org...,4.1,(114 Reviews),Private,"Geneva,Canton Of Geneva + 49 more",75 years old,1k-5k Employees (India)
5396,Tata Main Hospit...,3.7,(114 Reviews),Jamshedpur + 4 more,115 years old,1k-5k Employees (Global),N/A
5397,Nehru Yuva Kendr...,4.5,(114 Reviews),New Delhi + 56 more,51 years old,N/A,N/A
5398,American Oncolog...,4.1,(114 Reviews),Private,"Pittsburgh,Pennsylvania + 15 more",11 years old,1-10 Employees (India)
5399,Punjab and Mahar...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 20 more",39 years old,10k-50k Employees (Global)
5400,Rural Electrific...,4.2,(114 Reviews),Private,New Delhi + 28 more,54 years old,501-1k Employees (Global)
5401,J Mitra And Co,4.1,(114 Reviews),Private,"Delhi/NCR,Delhi + 13 more",54 years old,201-500 Employees (India)
5402,MeritTrac,4.0,(114 Reviews),Private,"Bangalore,Karnataka + 10 more",23 years old,201-500 Employees (India)
5403,Sakura Autoparts,3.9,(114 Reviews),Private,Kancheepuram + 3 more,11 years old,51-200 Employees (India)
5404,L&T Smart World ...,4.4,(114 Reviews),Chennai + 19 more,201-500 Employees (India),N/A,N/A
5405,Orange Retail Fi...,3.8,(114 Reviews),Private,Chennai + 40 more,23 years old,501-1k Employees (India)
5406,MSL Driveline Sy...,4.4,(114 Reviews),Mumbai + 5 more,44 years old,201-500 Employees (India),N/A
5407,American Oncolog...,4.1,(114 Reviews),Private,"Pittsburgh,Pennsylvania + 15 more",11 years old,1-10 Employees (India)
5408,Cadeploy Enginee...,2.8,(114 Reviews),Private,"San Ramon,California + 5 more",11 years old,501-1k Employees (India)
5409,Fortune Marketin...,3.8,(114 Reviews),Private,"Delhi/NCR,Delhi + 17 more",29 years old,1k-5k Employees (India)
5410,Intersoft Data L...,3.7,(114 Reviews),Private,Columbia + 2 more,20 years old,501-1k Employees (India)
5411,Umedica Laborato...,3.3,(114 Reviews),Private,"Mumbai,Maharashtra + 3 more",41 years old,51-200 Employees (India)
5412,Tata Main Hospit...,3.7,(114 Reviews),Jamshedpur + 4 more,115 years old,1k-5k Employees (Global),N/A
5413,Advanced Technol...,4.0,(114 Reviews),Private,Montvale + 6 more,23 years old,1k-5k Employees (India)
5414,Pinnacle Industr...,3.9,(114 Reviews),Pithampur + 9 more,27 years old,501-1k Employees (India),N/A
5415,VWR Internationa...,3.7,(114 Reviews),Private,"Radnor,Pennsylvania",171 years old,51-200 Employees (India)
5416,Bimal Auto Agenc...,4.0,(114 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",12 years old,501-1k Employees (India)
5417,Garden Reach Shi...,4.0,(114 Reviews),Kolkata + 3 more,89 years old,1k-5k Employees (India),N/A
5418,Chassis Brakes I...,3.8,(114 Reviews),Private,Amsterdam + 6 more,11 years old,5k-10k Employees (Global)
5419,World Health Org...,4.1,(114 Reviews),Private,"Geneva,Canton Of Geneva + 49 more",75 years old,1k-5k Employees (India)
5420,Maschio Gaspardo,4.1,(114 Reviews),Private,"Pune,Maharashtra + 13 more",59 years old,201-500 Employees (India)
5421,Hi-Tech,3.8,(114 Reviews),Public,"Ghaziabad,Uttar Pradesh + 40 more",19 years old,11-50 Employees (India)
5422,Kutch Chemical I...,3.9,(114 Reviews),Public,Ahmedabad + 1 more,19 years old,1k-5k Employees (India)
5423,Stashfin,4.4,(114 Reviews),Private,"Delhi,NCT + 10 more",7 years old,11-50 Employees (India)
5424,SequelOne,3.9,(114 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",9 years old,201-500 Employees (India)
5425,Crossword Bookst...,4.3,(114 Reviews),Private,"Mumbai,Maharashtra + 22 more",31 years old,201-500 Employees (India)
5426,Noccarc Robotics,4.5,(114 Reviews),Private,"Pune,Maharashtra + 5 more",6 years old,51-200 Employees (India)
5427,Poonawalla Finan...,3.6,(114 Reviews),Private,"Pune,Maharashtra + 54 more",38 years old,51-200 Employees (India)
5428,PaywithRING,4.7,(114 Reviews),Private,Mumbai + 9 more,1 years old,501-1k Employees (India)
5429,Jaipur National ...,3.1,(113 Reviews),Private,Jaipur,16 years old,201-500 Employees (India)
5430,Presidium School,4.1,(113 Reviews),Private,New Delhi + 5 more,18 years old,501-1k Employees (India)
5431,Ajnara India,3.6,(113 Reviews),Public,"Noida,Uttar Pradesh + 1 more",32 years old,201-500 Employees (India)
5432,Shipping Corpora...,3.9,(113 Reviews),Private,Mumbai + 5 more,62 years old,1k-5k Employees (India)
5433,Siemens PLM Soft...,4.3,(113 Reviews),Private,Plano + 4 more,26 years old,1k-5k Employees (India)
5434,SECON Private Li...,3.2,(113 Reviews),Private,Bangalore + 11 more,42 years old,201-500 Employees (India)
5435,DDB Mudra Group,3.6,(113 Reviews),Private,"Mumbai,Maharashtra + 23 more",43 years old,1k-5k Employees (India)
5436,Merino Laminates,3.6,(113 Reviews),Kolkata + 31 more,49 years old,51-200 Employees (India),N/A
5437,Mutual Industrie...,2.9,(113 Reviews),Public,"Mumbai,Maharashtra + 8 more",44 years old,201-500 Employees (India)
5438,Fuji Electric,3.9,(113 Reviews),"Tokyo,Tokyo-to + 16 more",100 years old,1k-5k Employees (India),N/A
5439,Msc Cruises,4.3,(113 Reviews),Geneva + 6 more,35 years old,501-1k Employees (India),N/A
5440,Speciality Resta...,4.3,(113 Reviews),Public,"Mumbai,Maharashtra + 10 more",32 years old,1k-5k Employees (India)
5441,Etihad Airways,4.1,(113 Reviews),Private,Abu Dhabi + 10 more,20 years old,51-200 Employees (India)
5442,Tata Sikorsky Ae...,4.0,(113 Reviews),Private,Hyderabad + 1 more,15 years old,201-500 Employees (India)
5443,Futures Group,4.3,(113 Reviews),Private,New York + 41 more,15 years old,11-50 Employees (India)
5444,Narayana Medical...,4.1,(113 Reviews),Private,Nellore + 6 more,44 years old,1k-5k Employees (India)
5445,Suzlon Gujarat W...,4.3,(113 Reviews),Private,Pune + 20 more,28 years old,5k-10k Employees (India)
5446,YFC PROJECTS,3.8,(113 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",37 years old,51-200 Employees (India)
5447,Nirmal Bang,3.4,(113 Reviews),Private,"Kolkata,West Bengal + 21 more",37 years old,1k-5k Employees (India)
5448,Japfa Comfeed,4.3,(113 Reviews),Public,Jakarta + 17 more,28 years old,501-1k Employees (India)
5449,PG Electroplast,3.8,(113 Reviews),Public,Noida + 12 more,46 years old,501-1k Employees (India)
5450,NTL Electronics ...,4.2,(113 Reviews),Private,"Noida,Uttar Pradesh + 9 more",30 years old,201-500 Employees (India)
5451,Innovision,3.4,(113 Reviews),Private,"Mumbai,Maharashtra + 30 more",16 years old,201-500 Employees (India)
5452,Camp K-12,2.9,(113 Reviews),Private,"Gurgaon,Haryana + 3 more",13 years old,51-200 Employees (India)
5453,IFB Agro Industr...,4.2,(113 Reviews),Public,Kolkata + 17 more,41 years old,1k-5k Employees (India)
5454,RAMADA PLAZA,4.1,(113 Reviews),Public,New Jersey + 17 more,70 years old,201-500 Employees (Global)
5455,Macmet Engineeri...,3.7,(113 Reviews),Private,"Kolkata,West Bengal + 10 more",33 years old,501-1k Employees (India)
5456,Psychotropics In...,4.2,(113 Reviews),Public,Faridabad + 5 more,36 years old,201-500 Employees (India)
5457,LOTS Wholesale S...,3.4,(113 Reviews),Gurgaon + 2 more,6 years old,501-1k Employees (India),N/A
5458,Country Club Hos...,3.7,(113 Reviews),Private,Hyderabad + 17 more,34 years old,201-500 Employees (India)
5459,Suzlon Gujarat W...,4.3,(113 Reviews),Private,Pune + 20 more,28 years old,5k-10k Employees (India)
5460,Futures Group,4.3,(113 Reviews),Private,New York + 41 more,15 years old,11-50 Employees (India)
5461,Marathon Electri...,3.7,(113 Reviews),"Las Vegas,Nevada + 9 more",110 years old,201-500 Employees (India),N/A
5462,Ga Digital Web W...,3.5,(113 Reviews),Private,"Ghaziabad,Uttar Pradesh + 23 more",20 years old,201-500 Employees (India)
5463,PG Electroplast,3.8,(113 Reviews),Public,Noida + 12 more,46 years old,501-1k Employees (India)
5464,Speciality Resta...,4.3,(113 Reviews),Public,"Mumbai,Maharashtra + 10 more",32 years old,1k-5k Employees (India)
5465,Tata Ficosa Auto...,3.8,(113 Reviews),Pune + 9 more,25 years old,201-500 Employees (India),N/A
5466,Jasper Colin,4.3,(113 Reviews),Private,"New York,New York + 5 more",15 years old,201-500 Employees (India)
5467,Coding Ninjas,4.1,(113 Reviews),New Delhi + 3 more,7 years old,51-200 Employees (India),N/A
5468,Lakme Salon,4.2,(113 Reviews),Mumbai + 35 more,43 years old,1k-5k Employees (Global),N/A
5469,VFI SLK Global S...,4.0,(113 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 4 more",4 years old,1k-5k Employees (India)
5470,Bikayi,3.0,(113 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 3 more",4 years old,201-500 Employees (India)
5471,ZF Wabco,3.9,(113 Reviews),Chennai + 9 more,N/A,N/A,N/A
5472,Swiss Garnier Li...,4.1,(113 Reviews),Private,"Chennai,Tamil Nadu + 6 more",18 years old,201-500 Employees (India)
5473,LinkedIn,4.4,(112 Reviews),Private,"Sunnyvale,California + 5 more",20 years old,1k-5k Employees (India)
5474,FCS Software Sol...,3.5,(112 Reviews),Public,"Noida,Uttar Pradesh + 10 more",29 years old,501-1k Employees (India)
5475,Manikaran Power,2.8,(112 Reviews),Private,"Delhi/NCR,Delhi + 6 more",18 years old,501-1k Employees (India)
5476,Fynd,3.0,(112 Reviews),Public,"Mumbai,Maharashtra + 6 more",11 years old,501-1k Employees (India)
5477,Puthur Infotech,3.5,(112 Reviews),"Bangalore/Bengaluru,Karnataka + 30 more",17 years old,501-1k Employees (India),N/A
5478,Plintron Global ...,3.7,(112 Reviews),Private,Singapore + 1 more,15 years old,501-1k Employees (India)
5479,Netcore Solution...,3.6,(112 Reviews),Private,"Mumbai,Maharashtra + 11 more",25 years old,501-1k Employees (India)
5480,India Pistons,3.7,(112 Reviews),Public,"Chennai,Tamil Nadu + 2 more",74 years old,1k-5k Employees (India)
5481,Vakilsearch,3.6,(112 Reviews),Private,"Chennai,Tamil Nadu + 4 more",11 years old,51-200 Employees (India)
5482,PerkinElmer,4.2,(112 Reviews),Private,"Waltham,Massachusetts + 12 more",19 years old,201-500 Employees (India)
5483,ExcelSoft Techno...,3.4,(112 Reviews),Private,"Mysore,Karnataka + 2 more",23 years old,501-1k Employees (India)
5484,Jotun Paints,4.1,(112 Reviews),Private,Sandefjord + 17 more,97 years old,201-500 Employees (India)
5485,CohnReznick,3.7,(112 Reviews),Private,"New York,New York + 1 more",104 years old,201-500 Employees (India)
5486,La Renon Healthc...,4.0,(112 Reviews),Private,"Ahmedabad,Gujarat + 17 more",16 years old,501-1k Employees (India)
5487,Aapna Infotech,4.7,(112 Reviews),"Delhi/NCR,New Delhi + 2 more",16 years old,51-200 Employees (India),N/A
5488,Atos Technologie...,4.3,(112 Reviews),Pune + 8 more,N/A,N/A,N/A
5489,NDS InfoServ,4.5,(112 Reviews),Private,Dallas TX + 5 more,23 years old,201-500 Employees (India)
5490,Plintron Global ...,3.7,(112 Reviews),Private,Singapore + 1 more,15 years old,501-1k Employees (India)
5491,Netcore Solution...,3.6,(112 Reviews),Private,"Mumbai,Maharashtra + 11 more",25 years old,501-1k Employees (India)
5492,Avvashya Cci Log...,4.0,(112 Reviews),Mumbai + 19 more,8 years old,1k-5k Employees (India),N/A
5493,Galva Decoparts,3.9,(112 Reviews),Vapi + 5 more,25 years old,51-200 Employees (India),N/A
5494,Annora Pharma,4.1,(112 Reviews),Private,Sangareddy + 2 more,7 years old,201-500 Employees (India)
5495,Beumer Group,4.2,(112 Reviews),Private,"Beckum,Deutschland + 10 more",88 years old,201-500 Employees (India)
5496,Amps Electrical ...,3.5,(112 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",24 years old,201-500 Employees (India)
5497,Tata Strive Skil...,3.7,(112 Reviews),Mumbai + 28 more,8 years old,501-1k Employees (India),N/A
